session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level
S123706,U2767,M050,2024-03-08,10,11.4,Desktop,4K
S123754,U2768,M094,2024-07-04,17,10.4,Mobile,SD
S123791,U2769,S096,2024-08-22,10,17.3,Smart TV,HD
S123821,U2769,M189,2024-04-19,10,12.3,Desktop,HD
S123978,U2774,S063,2024-01-08,10,20.1,Mobile,HD
S123981,U2774,S092,2024-02-19,11,20.5,Mobile,HD
S124012,U2774,S021,2024-01-04,5,11.7,Mobile,4K
S124015,U2774,M160,2024-04-06,24,15.2,Smart TV,HD
S124033,U2774,M052,2024-08-07,20,16.8,Tablet,HD
S124103,U2776,S001,2024-08-27,9,18.4,Smart TV,4K
S124147,U2776,M189,2024-07-03,10,11.5,Mobile,SD
S124199,U2778,M050,2024-04-30,20,21.0,Gaming Console,HD
S124243,U2778,S089,2024-04-23,6,15.7,Mobile,HD
S124245,U2778,M142,2024-02-07,21,12.4,Mobile,4K
S124253,U2778,M078,2024-06-04,20,13.4,Mobile,4K
S124298,U2779,S037,2024-05-19,7,19.2,Smart TV,4K
S124327,U2780,S039,2024-03-12,8,16.6,Mobile,HD
S124340,U2780,M152,2024-05-25,22,14.6,Tablet,4K
S124365,U2781,S041,2024-03-14,5,16.7,Mobile,SD
S124373,U2781,M076,2024-07-30,23,13.9,Mobile,SD
S124491,U2784,M123,2024-07-29,19,16.3,Mobile,HD
S124495,U2784,M023,2024-08-02,30,21.0,Smart TV,HD
S124531,U2785,M115,2024-08-03,14,17.4,Smart TV,SD
S124547,U2786,M134,2024-06-22,27,20.7,Smart TV,HD
S124565,U2786,M193,2024-07-18,10,11.6,Gaming Console,4K
S124567,U2786,S043,2024-07-03,6,17.3,Smart TV,HD
S124619,U2786,S095,2024-06-26,6,21.1,Desktop,HD
S124681,U2788,M149,2024-07-15,19,16.3,Mobile,SD
S124684,U2788,M131,2024-01-07,37,21.0,Mobile,HD
S124742,U2789,M130,2024-06-23,26,19.4,Tablet,HD
S124752,U2789,M143,2024-03-25,20,13.7,Smart TV,HD
S124760,U2789,S003,2024-02-12,4,10.3,Mobile,HD
S124762,U2789,S007,2024-02-09,11,19.3,Smart TV,HD
S124777,U2789,M057,2024-06-02,20,13.7,Smart TV,HD
S124910,U2792,M107,2024-01-17,9,10.9,Mobile,4K
S124917,U2792,M094,2024-01-15,25,14.5,Mobile,HD
S124936,U2792,M002,2024-05-20,18,13.0,Mobile,4K
S124943,U2792,M169,2024-06-17,27,17.8,Mobile,HD
S124945,U2792,M006,2024-04-07,21,13.6,Desktop,HD
S124963,U2793,S009,2024-07-19,4,11.5,Mobile,HD
S124967,U2793,M108,2024-05-01,21,19.1,Desktop,HD
S124980,U2793,S047,2024-07-30,6,10.7,Desktop,HD
S124982,U2793,M080,2024-02-15,17,17.9,Smart TV,SD
S125108,U2796,M117,2024-08-02,28,16.6,Smart TV,4K
S125125,U2797,M124,2024-02-13,22,14.8,Desktop,HD
S125143,U2797,S047,2024-06-11,12,21.0,Mobile,HD
S125154,U2797,M035,2024-01-11,15,14.0,Mobile,HD
S125159,U2797,M083,2024-04-03,22,19.7,Smart TV,HD
S125289,U2800,S091,2024-01-19,4,15.9,Gaming Console,4K
S125309,U2800,M185,2024-06-15,19,13.4,Tablet,SD
S125333,U2800,M094,2024-04-11,37,21.7,Mobile,HD
S125526,U2804,M199,2024-07-19,19,11.1,Smart TV,4K
S125652,U2806,M161,2024-05-15,18,17.4,Tablet,HD
S125656,U2806,M004,2024-02-24,26,18.5,Desktop,HD
S125683,U2808,M151,2024-07-18,19,13.4,Smart TV,HD
S125698,U2808,M104,2024-02-15,18,16.8,Mobile,SD
S125704,U2808,M121,2024-05-19,30,20.1,Mobile,4K
S125707,U2809,M169,2024-03-28,18,11.8,Tablet,4K
S125722,U2809,S003,2024-04-26,8,20.3,Smart TV,SD
S125740,U2809,M033,2024-04-10,21,18.1,Desktop,HD
S125904,U2813,S046,2024-02-25,3,15.7,Mobile,HD
S125907,U2813,M096,2024-05-14,8,10.4,Mobile,HD
S125929,U2814,S015,2024-08-01,6,20.7,Smart TV,HD
S125946,U2814,M115,2024-02-14,12,15.4,Smart TV,4K
S125973,U2814,S010,2024-02-26,7,14.6,Smart TV,HD
S126031,U2816,M197,2024-08-28,21,13.5,Smart TV,HD
S126123,U2818,M087,2024-07-28,18,13.2,Mobile,HD
S126136,U2818,M038,2024-04-12,25,16.0,Mobile,SD
S126143,U2818,S047,2024-07-12,10,18.1,Smart TV,4K
S126163,U2820,M144,2024-05-31,15,13.9,Desktop,4K
S126192,U2821,S099,2024-02-16,6,17.9,Mobile,SD
S126357,U2825,S019,2024-07-03,6,17.4,Smart TV,HD
S126528,U2829,M198,2024-06-23,14,15.1,Mobile,4K
S126542,U2829,S035,2024-05-21,10,21.3,Smart TV,HD
S126548,U2829,M072,2024-02-03,19,16.0,Tablet,HD
S126549,U2829,M165,2024-04-15,22,14.8,Tablet,4K
S126587,U2830,M152,2024-05-21,26,17.5,Smart TV,4K
S126592,U2830,M134,2024-08-27,28,21.2,Smart TV,SD
S126607,U2831,M143,2024-04-25,17,11.7,Smart TV,4K
S126626,U2831,M099,2024-06-10,30,19.3,Tablet,HD
S126631,U2831,M184,2024-07-30,10,12.3,Gaming Console,HD
S126642,U2832,M104,2024-04-29,14,12.9,Smart TV,SD
S126652,U2832,M199,2024-03-01,26,15.2,Mobile,HD
S126664,U2832,S068,2024-05-21,3,12.4,Smart TV,HD
S126671,U2832,M160,2024-04-24,22,14.1,Mobile,HD
S126700,U2834,S041,2024-01-28,7,21.5,Tablet,4K
S126730,U2834,S045,2024-06-06,2,10.0,Smart TV,HD
S126747,U2834,S043,2024-05-22,7,20.9,Mobile,HD
S126834,U2836,M100,2024-06-21,29,20.1,Mobile,4K
S126875,U2836,M172,2024-07-25,15,10.7,Mobile,HD
S126878,U2836,M193,2024-06-21,17,19.8,Smart TV,4K
S126901,U2837,S014,2024-05-17,7,11.8,Tablet,HD
S126923,U2837,S006,2024-01-04,6,20.4,Desktop,HD
S126924,U2837,S022,2024-06-28,5,15.7,Mobile,HD
S127145,U2843,M172,2024-02-20,24,17.4,Desktop,HD
S127146,U2843,M143,2024-03-23,25,17.1,Smart TV,HD
S127151,U2843,S052,2024-08-16,11,20.3,Mobile,HD
S127157,U2843,S089,2024-03-20,8,21.3,Tablet,HD
S127161,U2843,S021,2024-02-07,6,14.4,Smart TV,SD
S127182,U2843,M006,2024-06-22,27,17.3,Smart TV,HD
S127198,U2844,M135,2024-03-01,27,16.0,Mobile,HD
S127209,U2844,S080,2024-03-07,6,17.7,Mobile,HD
S127230,U2844,M035,2024-03-15,20,18.0,Desktop,4K
S127240,U2844,S065,2024-02-26,8,18.9,Mobile,SD
S127250,U2844,M180,2024-01-26,35,21.6,Desktop,HD
S127267,U2846,M087,2024-08-15,23,16.7,Desktop,HD
S127277,U2846,M042,2024-08-29,32,19.8,Tablet,HD
S127279,U2846,M175,2024-03-07,22,16.3,Mobile,SD
S127283,U2846,S049,2024-05-03,3,10.1,Mobile,HD
S127454,U2851,M115,2024-04-01,16,19.9,Mobile,HD
S127456,U2851,S080,2024-08-14,4,12.1,Tablet,HD
S127462,U2851,M189,2024-03-02,13,15.1,Mobile,SD
S127545,U2853,S017,2024-03-10,6,15.9,Mobile,SD
S127564,U2853,S062,2024-06-05,10,19.7,Mobile,HD
S127770,U2857,S047,2024-05-28,7,13.7,Mobile,HD
S127785,U2857,S073,2024-06-27,6,13.7,Smart TV,HD
S127792,U2858,M052,2024-06-15,15,13.0,Gaming Console,4K
S127795,U2858,M156,2024-01-26,35,20.3,Desktop,SD
S127801,U2858,S054,2024-03-11,7,14.0,Mobile,HD
S127802,U2858,M172,2024-07-24,20,14.8,Mobile,HD
S127811,U2859,M108,2024-05-07,18,16.2,Smart TV,HD
S127816,U2859,M001,2024-03-12,30,17.2,Mobile,HD
S127818,U2859,S037,2024-04-15,6,15.5,Mobile,HD
S127851,U2859,M040,2024-07-05,30,17.8,Mobile,HD
S127866,U2860,M168,2024-02-21,26,18.8,Mobile,4K
S127877,U2861,M183,2024-05-13,10,12.2,Smart TV,HD
S127891,U2861,S068,2024-06-07,5,21.4,Mobile,SD
S127906,U2862,M020,2024-07-18,16,15.6,Desktop,SD
S127920,U2862,M102,2024-04-09,20,13.8,Mobile,HD
S127922,U2862,M137,2024-01-24,22,18.3,Mobile,HD
S127938,U2862,S003,2024-06-25,4,11.3,Mobile,SD
S128207,U2869,M016,2024-07-20,13,14.5,Desktop,SD
S128220,U2869,M168,2024-05-15,14,10.3,Smart TV,SD
S128394,U2873,M105,2024-08-08,14,14.1,Mobile,HD
S128406,U2873,S047,2024-04-26,5,10.3,Gaming Console,HD
S128421,U2873,S026,2024-04-04,11,20.3,Mobile,HD
S128430,U2873,M065,2024-07-05,14,14.3,Desktop,HD
S128446,U2873,M023,2024-02-27,28,19.1,Smart TV,SD
S128569,U2876,M094,2024-07-03,18,10.7,Smart TV,4K
S128572,U2876,S095,2024-07-18,4,13.8,Smart TV,4K
S128582,U2876,M155,2024-06-17,15,13.2,Tablet,4K
S128660,U2878,M198,2024-07-12,11,11.7,Smart TV,4K
S128674,U2878,M101,2024-04-04,17,11.7,Gaming Console,4K
S128685,U2878,S079,2024-03-02,9,20.2,Mobile,HD
S128686,U2878,S022,2024-07-08,4,11.0,Mobile,HD
S128689,U2878,S081,2024-02-09,3,11.3,Tablet,HD
S128694,U2878,M198,2024-06-05,12,12.9,Mobile,SD
S128697,U2878,M102,2024-01-25,18,12.8,Smart TV,HD
S128736,U2880,S062,2024-08-24,8,15.0,Smart TV,SD
S128748,U2880,M125,2024-05-08,21,13.2,Smart TV,SD
S128754,U2880,M114,2024-02-04,30,20.1,Tablet,4K
S128820,U2882,M037,2024-08-13,16,18.8,Mobile,SD
S128821,U2882,M092,2024-05-01,20,13.9,Mobile,HD
S128861,U2882,M032,2024-08-20,19,15.0,Smart TV,HD
S129112,U2887,M065,2024-05-02,20,20.5,Mobile,HD
S129132,U2887,M168,2024-02-14,26,19.1,Mobile,HD
S129138,U2887,M110,2024-03-31,21,16.9,Mobile,HD
S129222,U2889,M154,2024-03-06,15,19.1,Smart TV,HD
S129335,U2892,M123,2024-02-16,20,17.5,Smart TV,SD
S129350,U2893,M183,2024-02-26,9,11.0,Smart TV,4K
S129351,U2893,M117,2024-03-16,32,19.0,Mobile,SD
S129377,U2893,M098,2024-04-23,16,11.4,Smart TV,HD
S129395,U2893,S018,2024-02-13,7,19.6,Tablet,4K
S129609,U2896,M012,2024-04-22,20,20.0,Desktop,4K
S129634,U2897,M086,2024-04-09,14,11.3,Desktop,HD
S129761,U2899,M091,2024-01-02,24,20.1,Mobile,4K
S129780,U2899,M134,2024-08-11,23,17.6,Smart TV,HD
S129989,U2904,M152,2024-05-10,29,19.0,Mobile,SD
S129998,U2904,S100,2024-08-11,7,19.5,Smart TV,HD
S130026,U2904,S077,2024-07-09,3,13.2,Mobile,SD
S130033,U2904,M073,2024-03-06,30,21.6,Desktop,HD
S130146,U2907,M046,2024-04-15,17,12.2,Smart TV,SD
S130164,U2907,M156,2024-08-19,27,15.6,Smart TV,4K
S130423,U2912,M090,2024-05-06,16,18.8,Smart TV,HD
S130439,U2913,M057,2024-07-12,22,15.2,Smart TV,HD
S130479,U2914,S096,2024-04-26,7,12.5,Smart TV,4K
S130511,U2914,S021,2024-01-05,9,20.8,Desktop,HD
S130581,U2915,M046,2024-03-14,30,20.8,Tablet,HD
S130587,U2916,M172,2024-01-05,30,21.7,Tablet,SD
S130594,U2916,M130,2024-04-02,22,16.5,Mobile,SD
S130597,U2916,M189,2024-06-15,15,17.5,Smart TV,SD
S130622,U2917,S076,2024-05-08,9,20.4,Mobile,SD
S130627,U2917,M065,2024-07-03,20,20.3,Smart TV,HD
S130638,U2917,S089,2024-02-08,5,12.8,Desktop,4K
S130641,U2917,M026,2024-04-19,19,11.9,Mobile,SD
S130816,U2922,S029,2024-02-20,5,13.4,Smart TV,4K
S130846,U2923,S100,2024-07-19,4,11.4,Tablet,4K
S130882,U2923,S099,2024-08-16,3,10.1,Smart TV,HD
S130899,U2924,M096,2024-07-27,11,13.3,Tablet,HD
S130957,U2925,M140,2024-07-16,16,15.2,Mobile,SD
S130971,U2926,M035,2024-06-09,18,16.2,Desktop,4K
S130976,U2927,S056,2024-01-22,11,20.1,Mobile,HD
S131029,U2927,S052,2024-02-22,6,11.9,Smart TV,SD
S131073,U2929,M154,2024-08-19,17,21.1,Mobile,HD
S131080,U2930,S001,2024-04-03,5,10.2,Mobile,HD
S131097,U2930,M154,2024-05-18,12,15.2,Mobile,HD
S131121,U2930,M100,2024-08-09,20,14.2,Mobile,HD
S131137,U2931,M089,2024-06-21,23,21.6,Mobile,HD
S131184,U2933,S084,2024-07-09,5,10.8,Smart TV,HD
S131312,U2935,M002,2024-05-27,28,19.5,Gaming Console,HD
S131324,U2935,M080,2024-01-18,10,10.5,Gaming Console,HD
S131529,U2940,M059,2024-08-08,28,19.4,Desktop,SD
S131543,U2940,S037,2024-04-27,6,17.6,Mobile,SD
S131552,U2940,M180,2024-04-03,21,13.1,Smart TV,HD
S131606,U2942,M110,2024-02-17,18,14.6,Smart TV,HD
S131614,U2942,S076,2024-05-02,8,18.2,Tablet,HD
S131616,U2942,S036,2024-04-18,6,18.7,Mobile,SD
S131634,U2943,M029,2024-01-16,13,11.1,Desktop,4K
S131636,U2943,M117,2024-05-03,29,17.5,Tablet,SD
S131651,U2943,M087,2024-05-14,17,12.8,Desktop,SD
S131667,U2943,S087,2024-06-12,7,14.3,Desktop,4K
S131679,U2943,S072,2024-01-05,3,17.3,Smart TV,SD
S131702,U2944,M199,2024-04-07,27,15.5,Tablet,HD
S131716,U2944,M159,2024-07-25,9,10.0,Smart TV,HD
S131733,U2945,M004,2024-06-27,21,14.5,Mobile,HD
S131774,U2947,M046,2024-03-17,25,17.2,Smart TV,HD
S131775,U2947,M142,2024-05-10,34,19.9,Desktop,4K
S131797,U2948,S062,2024-03-12,8,16.4,Smart TV,HD
S131881,U2950,S088,2024-08-09,10,17.6,Smart TV,4K
S131882,U2950,M146,2024-08-26,16,20.7,Gaming Console,HD
S131887,U2950,M089,2024-06-06,20,18.9,Smart TV,SD
S131911,U2950,S094,2024-08-04,6,13.8,Mobile,HD
S131963,U2951,S068,2024-07-21,5,21.3,Smart TV,HD
S131969,U2951,M121,2024-06-17,24,16.2,Smart TV,SD
S131977,U2951,M109,2024-01-11,18,13.2,Mobile,HD
S132072,U2954,M104,2024-06-28,22,21.0,Smart TV,SD
S132081,U2954,M156,2024-04-09,26,15.0,Desktop,HD
S132105,U2954,M089,2024-08-24,20,19.6,Gaming Console,4K
S132115,U2954,M006,2024-02-18,30,19.3,Tablet,4K
S132164,U2955,M186,2024-05-13,22,14.7,Tablet,HD
S132167,U2955,M026,2024-02-21,31,19.4,Tablet,HD
S132296,U2957,M092,2024-04-30,21,14.8,Gaming Console,4K
S132327,U2958,S021,2024-06-23,6,13.4,Desktop,SD
S132338,U2958,M188,2024-03-21,20,18.4,Smart TV,4K
S132346,U2958,M088,2024-07-11,16,11.0,Desktop,SD
S132360,U2958,S073,2024-04-24,5,11.9,Gaming Console,HD
S132364,U2958,M142,2024-07-22,34,20.0,Mobile,HD
S132484,U2960,M165,2024-04-30,32,21.2,Tablet,HD
S132494,U2960,S006,2024-04-09,3,11.0,Tablet,4K
S132531,U2961,S037,2024-07-24,6,16.6,Tablet,HD
S132585,U2962,M134,2024-05-29,22,17.0,Mobile,SD
S132622,U2963,M105,2024-02-28,18,17.6,Mobile,HD
S132635,U2963,S016,2024-04-08,10,18.6,Mobile,HD
S132720,U2964,M184,2024-04-21,17,20.6,Mobile,SD
S132770,U2965,M123,2024-05-29,20,17.0,Mobile,SD
S132773,U2965,M151,2024-04-15,29,20.3,Smart TV,SD
S132821,U2967,M089,2024-07-07,21,20.0,Mobile,HD
S132839,U2968,S081,2024-08-20,5,18.4,Smart TV,4K
S132864,U2968,M011,2024-07-31,9,11.5,Smart TV,SD
S132890,U2968,S017,2024-03-14,5,14.1,Mobile,SD
S132924,U2969,M100,2024-05-27,14,10.3,Smart TV,HD
S132940,U2970,S053,2024-03-04,7,17.9,Desktop,HD
S132974,U2970,S099,2024-06-30,7,19.8,Tablet,HD
S132978,U2970,M142,2024-01-03,34,20.2,Smart TV,HD
S132993,U2970,M006,2024-04-18,31,19.9,Mobile,SD
S133052,U2971,M053,2024-01-14,21,13.5,Smart TV,4K
S133054,U2972,S084,2024-08-12,5,10.3,Mobile,HD
S133073,U2973,M185,2024-06-19,16,11.3,Mobile,HD
S133076,U2973,M072,2024-06-04,21,17.5,Tablet,HD
S133078,U2973,M087,2024-02-11,20,15.1,Desktop,4K
S133092,U2973,S073,2024-03-26,7,14.4,Mobile,HD
S133106,U2973,S100,2024-04-07,5,14.8,Smart TV,4K
S133121,U2973,M101,2024-07-26,30,20.3,Mobile,SD
S133133,U2974,M080,2024-03-01,14,15.0,Smart TV,SD
S133177,U2975,M169,2024-08-26,20,13.1,Desktop,SD
S133327,U2978,M140,2024-08-01,19,18.0,Mobile,SD
S133331,U2978,S053,2024-03-12,8,19.7,Smart TV,HD
S133341,U2978,S016,2024-08-16,9,17.2,Mobile,4K
S133385,U2979,M013,2024-08-05,18,10.5,Mobile,HD
S133423,U2981,M106,2024-04-05,17,18.1,Mobile,HD
S133438,U2981,M138,2024-07-18,20,13.6,Smart TV,4K
S133505,U2983,M160,2024-02-12,18,11.5,Tablet,HD
S133530,U2983,M027,2024-01-05,15,12.3,Desktop,4K
S133553,U2983,M193,2024-06-05,17,19.8,Tablet,HD
S133555,U2983,M161,2024-03-27,11,10.6,Smart TV,HD
S133567,U2984,M149,2024-06-05,16,14.0,Mobile,SD
S133584,U2985,M161,2024-02-20,22,21.3,Tablet,HD
S133587,U2985,M102,2024-07-17,28,19.1,Smart TV,4K
S133604,U2985,M146,2024-01-01,15,19.2,Smart TV,HD
S133610,U2985,M180,2024-04-03,29,18.1,Tablet,HD
S133631,U2987,M045,2024-04-27,24,19.5,Mobile,SD
S133636,U2987,M198,2024-03-14,16,17.5,Mobile,HD
S133658,U2987,S062,2024-07-02,6,12.4,Smart TV,4K
S133660,U2987,S100,2024-01-11,8,20.8,Smart TV,HD
S133694,U2989,M197,2024-03-04,28,18.2,Smart TV,HD
S133709,U2989,S070,2024-02-09,11,20.5,Mobile,HD
S133722,U2989,M166,2024-02-22,23,15.4,Mobile,HD
S133724,U2989,M114,2024-06-21,16,10.8,Mobile,HD
S133806,U2992,S053,2024-04-15,5,12.7,Gaming Console,SD
S133818,U2992,M172,2024-04-23,19,13.5,Desktop,4K
S134234,U3000,S019,2024-04-18,7,19.4,Mobile,HD
S134250,U3001,M183,2024-02-21,16,19.2,Smart TV,HD
S134265,U3001,M192,2024-02-24,30,21.5,Tablet,4K
S134310,U3002,M040,2024-08-15,28,16.4,Smart TV,HD
S134313,U3002,M020,2024-06-12,13,12.8,Mobile,HD
S134415,U3005,S065,2024-02-10,7,17.1,Mobile,HD
S134507,U3009,M116,2024-06-12,17,12.5,Smart TV,HD
S134594,U3011,M081,2024-07-26,30,19.1,Tablet,HD
S134600,U3011,M028,2024-05-22,20,11.8,Mobile,HD
S134663,U3012,S089,2024-07-12,8,21.0,Mobile,HD
S134740,U3014,M184,2024-01-31,12,15.4,Tablet,SD
S134753,U3014,S053,2024-05-27,6,15.6,Mobile,SD
S134758,U3014,S019,2024-02-03,6,17.2,Desktop,HD
S134779,U3015,S033,2024-08-30,2,10.2,Tablet,HD
S134790,U3015,M080,2024-02-16,14,14.3,Mobile,HD
S134804,U3016,S024,2024-05-01,6,13.7,Desktop,HD
S134847,U3017,M155,2024-02-12,20,17.3,Mobile,HD
S134871,U3019,M156,2024-03-08,19,10.9,Smart TV,SD
S134889,U3019,M106,2024-02-23,10,11.2,Mobile,HD
S134904,U3020,M030,2024-03-20,22,15.3,Smart TV,SD
S134918,U3020,S036,2024-02-02,6,17.2,Smart TV,HD
S134927,U3020,M057,2024-04-26,17,12.0,Mobile,SD
S134938,U3020,M151,2024-01-11,29,20.0,Mobile,4K
S134940,U3020,M004,2024-02-14,21,14.9,Tablet,HD
S134947,U3020,M010,2024-04-02,19,11.0,Smart TV,HD
S134967,U3021,S084,2024-02-15,7,13.8,Mobile,SD
S135128,U3025,M030,2024-05-15,24,16.6,Mobile,SD
S135152,U3026,M088,2024-08-16,21,14.8,Tablet,HD
S135161,U3026,S014,2024-03-02,10,18.3,Mobile,HD
S135224,U3028,M013,2024-05-17,25,14.4,Mobile,HD
S135240,U3028,M117,2024-05-01,27,16.3,Smart TV,HD
S135265,U3028,M032,2024-03-03,28,21.6,Mobile,SD
S135279,U3029,M059,2024-06-20,29,20.5,Desktop,4K
S135296,U3029,M019,2024-02-14,17,21.2,Smart TV,4K
S135303,U3029,M181,2024-07-18,18,15.0,Tablet,HD
S135308,U3029,M135,2024-04-14,31,18.1,Smart TV,HD
S135314,U3030,M143,2024-02-28,16,10.8,Mobile,SD
S135347,U3030,M135,2024-05-31,31,18.3,Tablet,HD
S135367,U3031,M002,2024-02-08,18,12.8,Smart TV,SD
S135373,U3031,S063,2024-07-14,10,20.9,Gaming Console,SD
S135374,U3031,M184,2024-06-20,11,13.9,Smart TV,SD
S135386,U3031,M150,2024-01-11,24,20.4,Smart TV,HD
S135392,U3031,M020,2024-04-01,19,18.3,Smart TV,HD
S135536,U3036,S047,2024-03-20,8,14.1,Smart TV,SD
S135587,U3038,M076,2024-07-10,24,15.0,Tablet,HD
S135635,U3040,M038,2024-02-29,33,21.0,Smart TV,4K
S135657,U3040,M080,2024-08-30,13,14.1,Smart TV,SD
S135669,U3040,M116,2024-07-13,18,13.7,Smart TV,HD
S135674,U3040,M019,2024-03-01,15,18.7,Tablet,4K
S135675,U3040,M027,2024-06-06,14,11.7,Mobile,SD
S135696,U3042,M036,2024-02-13,16,16.4,Tablet,HD
S135743,U3043,M094,2024-02-13,18,10.8,Smart TV,HD
S135746,U3043,M039,2024-03-09,19,19.0,Mobile,SD
S135803,U3044,M057,2024-01-25,17,11.6,Mobile,SD
S135810,U3044,M104,2024-06-12,22,20.8,Mobile,SD
S135813,U3044,M012,2024-01-26,12,12.4,Mobile,SD
S136079,U3050,M140,2024-02-18,18,16.8,Smart TV,HD
S136211,U3052,S043,2024-06-26,7,20.7,Tablet,4K
S136213,U3052,S084,2024-03-01,9,17.8,Mobile,4K
S136289,U3054,M073,2024-01-30,17,12.4,Tablet,HD
S136315,U3054,M057,2024-02-06,21,14.5,Desktop,SD
S136340,U3055,S045,2024-05-13,2,11.0,Smart TV,4K
S136341,U3055,M105,2024-02-09,16,16.0,Mobile,HD
S136366,U3055,M007,2024-02-02,19,14.4,Mobile,SD
S136382,U3056,S009,2024-03-28,5,15.5,Mobile,HD
S136433,U3056,M158,2024-08-14,23,13.4,Mobile,HD
S136443,U3056,M101,2024-01-25,25,16.5,Mobile,HD
S136487,U3057,M151,2024-05-21,29,19.9,Smart TV,4K
S136520,U3058,S097,2024-08-22,5,14.1,Smart TV,HD
S136573,U3059,S053,2024-05-04,7,18.3,Mobile,SD
S136578,U3059,M026,2024-05-12,29,18.3,Mobile,HD
S136680,U3061,M100,2024-02-02,24,16.6,Mobile,SD
S136875,U3064,S094,2024-08-02,8,18.6,Smart TV,HD
S136876,U3064,M045,2024-02-01,17,14.5,Desktop,4K
S136895,U3064,M123,2024-05-29,14,11.9,Smart TV,SD
S136897,U3064,M056,2024-03-11,18,20.8,Smart TV,HD
S136906,U3064,M092,2024-02-29,21,14.7,Gaming Console,4K
S136960,U3067,M076,2024-05-09,30,18.2,Mobile,HD
S136971,U3067,M155,2024-03-27,23,20.6,Smart TV,4K
S136981,U3067,M136,2024-03-07,14,14.1,Tablet,HD
S137017,U3068,S058,2024-05-21,10,17.9,Smart TV,HD
S137065,U3070,M011,2024-05-13,10,13.3,Mobile,HD
S137176,U3073,S077,2024-02-01,4,18.6,Mobile,4K
S137181,U3073,M007,2024-02-29,21,15.8,Mobile,SD
S137192,U3073,S019,2024-06-14,8,20.7,Mobile,HD
S137198,U3073,S006,2024-08-23,6,21.2,Desktop,HD
S137418,U3078,M152,2024-02-22,31,20.6,Mobile,SD
S137435,U3078,S100,2024-01-03,7,18.1,Mobile,HD
S137461,U3078,M076,2024-03-04,35,21.3,Mobile,SD
S137514,U3079,S047,2024-07-25,8,15.0,Mobile,SD
S137529,U3079,M180,2024-03-18,18,11.3,Mobile,HD
S137613,U3082,M037,2024-05-10,19,21.4,Smart TV,4K
S137618,U3082,S100,2024-02-13,4,12.3,Mobile,SD
S137640,U3082,S037,2024-07-24,7,19.2,Smart TV,4K
S137645,U3083,M040,2024-02-23,28,16.8,Smart TV,SD
S137657,U3084,M033,2024-08-04,23,19.4,Mobile,SD
S137771,U3086,M163,2024-08-07,16,19.8,Smart TV,HD
S137821,U3088,M090,2024-07-27,15,18.1,Tablet,HD
S137837,U3088,M154,2024-03-04,13,16.5,Tablet,HD
S138273,U3095,S077,2024-05-03,3,16.0,Mobile,HD
S138341,U3097,S001,2024-01-18,6,14.0,Mobile,HD
S138453,U3100,S088,2024-01-15,6,10.5,Desktop,4K
S138484,U3100,S060,2024-01-12,8,19.6,Mobile,4K
S138693,U3104,M189,2024-02-09,12,14.2,Mobile,HD
S138701,U3104,M194,2024-01-15,17,17.1,Tablet,4K
S138703,U3104,M171,2024-05-09,24,16.9,Smart TV,4K
S138716,U3105,M092,2024-02-21,23,15.9,Tablet,SD
S138733,U3105,M036,2024-06-29,18,18.3,Tablet,HD
S138740,U3105,M027,2024-03-19,24,18.8,Desktop,4K
S138744,U3105,S076,2024-03-07,8,18.0,Smart TV,4K
S138800,U3107,S024,2024-08-11,7,16.2,Desktop,HD
S138901,U3110,M161,2024-07-15,15,14.6,Smart TV,SD
S138907,U3110,M045,2024-03-11,17,13.9,Desktop,SD
S138929,U3111,M083,2024-07-28,18,16.1,Mobile,SD
S138957,U3113,S009,2024-07-30,8,21.6,Mobile,SD
S138986,U3113,M135,2024-02-28,35,20.8,Desktop,4K
S139024,U3115,M086,2024-01-02,15,11.6,Smart TV,SD
S139035,U3115,M080,2024-05-28,19,19.7,Tablet,HD
S139069,U3115,S041,2024-08-16,4,13.4,Mobile,HD
S139070,U3115,M152,2024-06-11,30,20.2,Tablet,4K
S139080,U3115,M110,2024-07-15,26,20.8,Smart TV,HD
S139123,U3117,S088,2024-06-06,11,19.4,Mobile,HD
S139126,U3117,M011,2024-08-19,17,21.0,Smart TV,HD
S139132,U3117,S061,2024-07-07,8,17.1,Mobile,4K
S139145,U3117,M114,2024-05-21,29,19.1,Desktop,HD
S139155,U3117,M047,2024-04-26,12,10.2,Desktop,SD
S139170,U3119,M124,2024-07-10,30,20.5,Desktop,4K
S139172,U3119,M167,2024-06-15,26,18.5,Smart TV,HD
S139175,U3119,S008,2024-01-15,6,21.7,Smart TV,SD
S139239,U3121,M115,2024-06-30,17,20.9,Mobile,SD
S139285,U3122,M172,2024-04-01,22,15.7,Tablet,HD
S139338,U3123,M169,2024-04-22,20,13.3,Tablet,HD
S139342,U3123,M076,2024-04-26,20,12.2,Tablet,SD
S139359,U3124,S073,2024-07-10,7,15.7,Smart TV,SD
S139361,U3124,M138,2024-05-27,29,20.3,Tablet,SD
S139387,U3124,M136,2024-06-17,12,12.6,Smart TV,HD
S139389,U3124,S025,2024-04-09,7,21.7,Mobile,HD
S139404,U3125,S021,2024-03-18,6,14.9,Desktop,HD
S139413,U3126,M091,2024-07-08,13,10.8,Smart TV,HD
S139414,U3126,M115,2024-03-28,9,11.3,Desktop,HD
